Unnamed: 0,degree,All Hard Skills,No. of Hard Skills,OJV skills,No. of OJV skills,%. of OJV skills,intersect,logskills
34,Materials Engineering,"['Sintering', 'Working Drawings', 'Composites', 'Drawing', 'Metal Forming', 'Qualitative Analysis', 'Fluid Statics', 'Calorimetry', 'Elastic', 'Transport Phenomena', 'Organic Synthesis', 'Nucleation', 'Column Chromatography', 'Fabrication', 'Data Acquisition', 'Fatigue', 'Engineering Practices', 'Statistics', 'Ceramic Materials', 'Research And Development', 'Physics', 'Application', 'Laboratory Techniques', 'Alternating Current', 'Thermal Analysis', 'Environment', 'Organic Compounds', 'Production', 'Injection Molding', 'Engineering Research', 'Rolling', 'Waste Management', 'Molding', 'Capacitors', 'Chemical Reactions', 'Organic Chemistry', 'Distillation', 'Service', 'ANOVA', 'Extrusion', 'Binary Systems', 'Forging', 'Imaging', 'Casting', 'Science', 'Deformation', 'Random Variables', 'Biochemistry', 'Ceramics', 'Framework', 'Legislation', 'Resistors', 'Spectroscopy', 'Engineering', 'Assembly', 'CAD', 'Compressive Strength', 'Descriptive Geometry', 'Kinematics', 'Heat Transfer', 'Failure Analysis', 'Rigid Bodies', 'Probability', 'Non-Destructive Testing', 'Vibrations', 'Geometry', 'Microstructure', 'Optics', 'Calculations', 'Sample Preparation', 'Semiconductors', 'Electronics', 'Precipitation', 'Direct Current', 'Materials Engineering', 'Investment Decisions', 'Fluid', 'Sustainable Development', 'Scale', 'Advanced Mathematics', 'Equations', 'Energy', 'Dimensioning', 'Sampling', 'Machining', 'Differential Equations', 'Material', 'Derivatives', 'Chromatography', 'Economy', 'Chemistry', 'Reliability Testing', 'Statistical Software', 'Statistical software', 'Plant Design', 'Statistical Analysis', 'Waves', 'Waste Treatment', 'Destructive Testing', 'Time Value Of Money', 'ImPACT', 'STATISTICA', 'Electricity', 'Experimental Design', 'Acceptance Sampling']",105,"['Composites', 'Drawing', 'Calorimetry', 'Fabrication', 'Statistics', 'Physics', 'Capacitors', 'Distillation', 'Extrusion', 'Forging', 'Imaging', 'Casting', 'Deformation', 'Biochemistry', 'Ceramics', 'Legislation', 'Resistors', 'Spectroscopy', 'Kinematics', 'Probability', 'Geometry', 'Optics', 'Calculations', 'Semiconductors', 'Electronics', 'Precipitation', 'Equations', 'Dimensioning', 'Machining', 'Derivatives', 'Chromatography', 'Economy', 'Chemistry', 'STATISTICA', 'Electricity']",60,57.14285714285714,"{'Thermal Analysis', 'Material', 'Ceramic Materials', 'Chemical Reactions', 'Fabrication', 'Drawing', 'Fatigue', 'Statistics', 'Physics', 'Equations', 'Transport Phenomena', 'Casting', 'Extrusion', 'Calculations', 'STATISTICA', 'Biochemistry', 'Engineering Research', 'Sampling', 'Forging', 'Reliability Testing', 'Engineering Practices', 'Failure Analysis', 'Derivatives', 'Resistors', 'CAD', 'Chemistry', 'Legislation', 'Direct Current', 'Differential Equations', 'Qualitative Analysis', 'Vibrations', 'Calorimetry', 'Scale', 'Destructive Testing', 'Framework', 'Electricity', 'Geometry', 'Random Variables', 'Waste Treatment', 'Science', 'Alternating Current', 'Metal Forming', 'Heat Transfer', 'Economy', 'Environment', 'Waves', 'Capacitors', 'Materials Engineering', 'Organic Chemistry', 'Statistical Analysis', 'Fluid Statics', 'Experimental Design', 'Rigid Bodies', 'Laboratory Techniques', 'Production', 'Energy', 'ImPACT', 'Organic Compounds', 'Column Chromatography', 'Composites', 'Probability', 'ANOVA', 'Precipitation', 'Distillation', 'Fluid', 'Non-Destructive Testing', 'Semiconductors', 'Chromatography', 'Acceptance Sampling', 'Injection Molding', 'Organic Synthesis', 'Application', 'Time Value Of Money', 'Rolling', 'Advanced Mathematics', 'Working Drawings', 'Sample Preparation', 'Dimensioning', 'Deformation', 'Kinematics', 'Microstructure', 'Nucleation', 'Ceramics', 'Binary Systems', 'Assembly', 'Machining', 'Data Acquisition', 'Statistical software', 'Elastic', 'Sustainable Development', 'Descriptive Geometry', 'Optics', 'Electronics', 'Sintering', 'Spectroscopy', 'Waste Management', 'Molding', 'Compressive Strength', 'Investment Decisions', 'Research And Development', 'Imaging', 'Statistical Software', 'Service', 'Plant Design', 'Engineering'}",4.653960350157523
35,Mathematics,"['Algorithms', 'Simplex Algorithm', 'Error Analysis', 'Recursion', 'Polynomials', 'API', 'Coefficients', 'Polymorphism', 'Linear Algebra', 'Linear Systems', 'Equations', 'Calculus', 'Engineering', 'Securities', 'Isomorphism', 'Differential Equations', 'Data Structures', 'Abstract Data Types', 'Linear Programming', 'Numerical Differentiation', 'Derivatives', 'Sensitivity Analysis', 'C++', 'Life Sciences', 'Abstract Algebra', 'Permutation', 'Analytic Functions', 'Systems Of Equations', 'Object-Oriented Programming', 'Topology', 'Eigenvalues And Eigenvectors', 'C', 'Reciprocity', 'Probability', 'C Programming Language', 'Control Structures', 'Java', 'Object-oriented programming languages', 'Programming Concepts', 'Differentials', 'Geometry', 'Statistics', 'Linear Equations', 'Algebra', 'Programming languages', 'Mathematical Analysis', 'Euclidean Geometry', 'Differential Calculus', 'Polar Coordinates', 'Random Variables', 'Application', 'Exception Handling']",52,"['Algorithms', 'Recursion', 'Polymorphism', 'Equations', 'Calculus', 'Derivatives', 'C++', 'Topology', 'C', 'Reciprocity', 'Probability', 'Java', 'Differentials', 'Geometry', 'Statistics', 'Algebra']",28,53.84615384615385,"{'Abstract Data Types', 'C++', 'C Programming Language', 'Programming languages', 'Polar Coordinates', 'Eigenvalues And Eigenvectors', 'Differential Equations', 'Systems Of Equations', 'Differential Calculus', 'Linear Systems', 'Topology', 'Coefficients', 'Data Structures', 'Error Analysis', 'Statistics', 'Life Sciences', 'Exception Handling', 'Numerical Differentiation', 'Equations', 'Probability', 'Mathematical Analysis', 'Securities', 'Geometry', 'Analytic Functions', 'Differentials', 'Calculus', 'Polynomials', 'Isomorphism', 'Linear Programming', 'Random Variables', 'Permutation', 'Object-oriented programming languages', 'C', 'Programming Concepts', 'Object-Oriented Programming', 'Linear Equations', 'Recursion', 'Euclidean Geometry', 'Application', 'Sensitivity Analysis', 'Linear Algebra', 'Abstract Algebra', 'Reciprocity', 'Polymorphism', 'Control Structures', 'Algebra', 'Derivatives', 'Algorithms', 'Java', 'API', 'Simplex Algorithm', 'Engineering'}",3.951243718581428
36,Mechanical Engineering,"['Clipper', 'Working Drawings', 'Compressors', 'ACT', 'Drilling', 'Alternators', 'Foundry', 'ME', 'Calorimetry', 'Welding', 'Manufacturing', 'Conservation', 'Engineering Practices', 'Statistics', 'Application', 'Transformers', 'Engines', 'Sheet Metal', 'Feedback Control', 'Alternating Current', 'Mills', 'Grinding', 'Compression', 'Environment', 'Brake', 'Production', 'Thermodynamics', 'Numerical Differentiation', 'Fuel Injection', 'Control Systems', 'Engineering Research', 'Rolling', 'Hand Tools', 'Displacement', 'Service', 'Steam Power Plant', 'Cutter', 'Transistor', 'Metallurgy', 'Random Variables', 'Casting', 'Manufacturing Process', 'Installation', 'Mechanical Engineering', 'Mass Transfer', 'Engineering', 'Assembly', 'CAD', 'Descriptive Geometry', 'Kinematics', 'Power Generation', 'Machine Tools', 'Ventilation', 'Heat Transfer', 'Lathes', 'Rigid Bodies', 'Probability', 'Gas', 'Geometry', 'Inertia', 'Optics', 'Calculations', 'Electronics', 'Direct Current', 'Investment Decisions', 'Turbines', 'Mechanical Systems', 'Fluid', 'Steam Turbine', 'Scale', 'Advanced Mathematics', 'Equations', 'Energy', 'Dimensioning', 'Pulleys', 'Differential Equations', 'Shear', 'Chemistry', 'Statistical Software', 'Statistical software', 'Statistical Analysis', 'Occupational Safety And Health', 'Construction', 'Marketing', 'Occupational Safety', 'Waves', 'Research Design', 'Time Value Of Money', 'Curve Fitting', 'ImPACT', 'Frequency Domain', 'Refrigeration', 'Performance Analysis', 'Linear Equations', 'Electricity', 'Experimental Design', 'Damping']",97,"['Clipper', 'Compressors', 'Drilling', 'Alternators', 'Foundry', 'Calorimetry', 'Conservation', 'Statistics', 'Mills', 'Grinding', 'Thermodynamics', 'Transistor', 'Metallurgy', 'Casting', 'Installation', 'Kinematics', 'Ventilation', 'Lathes', 'Probability', 'Geometry', 'Inertia', 'Optics', 'Calculations', 'Electronics', 'Turbines', 'Equations', 'Dimensioning', 'Pulleys', 'Chemistry', 'Construction', 'Marketing', 'Refrigeration', 'Electricity']",55,56.70103092783505,"{'Inertia', 'Statistics', 'Numerical Differentiation', 'Equations', 'Displacement', 'Casting', 'Calculations', 'Hand Tools', 'Clipper', 'ME', 'Occupational Safety', 'Engineering Research', 'Damping', 'Mass Transfer', 'Performance Analysis', 'Installation', 'Engineering Practices', 'Steam Power Plant', 'Alternators', 'Pulleys', 'CAD', 'Chemistry', 'Direct Current', 'Differential Equations', 'Calorimetry', 'Scale', 'Electricity', 'Geometry', 'Drilling', 'ACT', 'Random Variables', 'Shear', 'Sheet Metal', 'Mechanical Systems', 'Alternating Current', 'Mechanical Engineering', 'Thermodynamics', 'Heat Transfer', 'Environment', 'Compressors', 'Manufacturing', 'Waves', 'Lathes', 'Construction', 'Statistical Analysis', 'Experimental Design', 'Rigid Bodies', 'Machine Tools', 'Compression', 'Production', 'Energy', 'ImPACT', 'Probability', 'Transformers', 'Grinding', 'Ventilation', 'Metallurgy', 'Mills', 'Fluid', 'Control Systems', 'Brake', 'Linear Equations', 'Application', 'Time Value Of Money', 'Rolling', 'Steam Turbine', 'Advanced Mathematics', 'Working Drawings', 'Conservation', 'Dimensioning', 'Kinematics', 'Curve Fitting', 'Gas', 'Transistor', 'Refrigeration', 'Frequency Domain', 'Fuel Injection', 'Manufacturing Process', 'Power Generation', 'Turbines', 'Assembly', 'Statistical software', 'Research Design', 'Engines', 'Welding', 'Descriptive Geometry', 'Optics', 'Occupational Safety And Health', 'Feedback Control', 'Cutter', 'Electronics', 'Foundry', 'Marketing', 'Investment Decisions', 'Statistical Software', 'Service', 'Engineering'}",4.574710978503383
37,Medical Technology,"['Hematology', 'Medical Technology', 'Microbiology', 'Banking', 'Microscopy', 'Training', 'Serology', 'Education', 'Immunology', 'Parasitology', 'Clinical Chemistry', 'Medical', 'Immunohematology', 'Urinalysis', 'Chemistry', 'Science', 'Blood Banking', 'Medical Laboratory']",18,"['Hematology', 'Banking', 'Microscopy', 'Serology', 'Immunology', 'Urinalysis', 'Chemistry']",10,55.55555555555556,"{'Immunohematology', 'Science', 'Medical Technology', 'Medical Laboratory', 'Blood Banking', 'Urinalysis', 'Microscopy', 'Training', 'Microbiology', 'Immunology', 'Banking', 'Parasitology', 'Medical', 'Education', 'Hematology', 'Clinical Chemistry', 'Chemistry', 'Serology'}",2.8903717578961645
38,Metallurgical Engineering,"['Fluid', 'Microscopy', 'Stoichiometry', 'Rehabilitation', 'Advanced Mathematics', 'Application', 'Laboratory Techniques', 'Equations', 'Alternating Current', 'Refining', 'Biotechnology', 'Energy', 'Accounting', 'Engineering', 'CAD', 'Grinding', 'Sampling', 'Environment', 'Fluid Statics', 'Powder Metallurgy', 'Differential Equations', 'Fracture Mechanics', 'Physical Chemistry', 'Training', 'Material', 'Kinematics', 'Composite Materials', 'Thermodynamics', 'Jurisprudence', 'Calorimetry', 'Elastic', 'Chemistry', 'Cast Iron', 'Experimental Design', 'Exploitation', 'Control Systems', 'Heat Transfer', 'Statistical Software', 'Statistical software', 'Failure Analysis', 'Rigid Bodies', 'Metallurgical Engineering', 'Probability', 'Data Presentation', 'Statistical Analysis', 'Service', 'Waves', 'Fatigue', 'Electrowinning', 'ImPACT', 'Dewatering', 'Statistics', 'Crystallography', 'Optics', 'Calculations', 'Mechanics', 'Casting', 'Random Variables', 'Environmental Regulations', 'Metallurgy', 'Physics', 'Roasting', 'Direct Current', 'Electricity', 'Underground Mining', 'Wastewater', 'Science', 'Deformation', 'Investment Decisions', 'Ceramics']",70,"['Microscopy', 'Rehabilitation', 'Equations', 'Refining', 'Biotechnology', 'Accounting', 'Grinding', 'Kinematics', 'Thermodynamics', 'Jurisprudence', 'Calorimetry', 'Chemistry', 'Exploitation', 'Probability', 'Dewatering', 'Statistics', 'Crystallography', 'Optics', 'Calculations', 'Mechanics', 'Casting', 'Metallurgy', 'Physics', 'Roasting', 'Electricity', 'Wastewater', 'Deformation', 'Ceramics']",43,61.42857142857143,"{'Laboratory Techniques', 'Material', 'Exploitation', 'Direct Current', 'Biotechnology', 'Dewatering', 'Rehabilitation', 'Differential Equations', 'Fracture Mechanics', 'Cast Iron', 'Energy', 'Fatigue', 'Calorimetry', 'Training', 'ImPACT', 'Mechanics', 'Ceramics', 'Wastewater', 'Stoichiometry', 'Service', 'Statistics', 'Statistical software', 'Physics', 'Elastic', 'Equations', 'Probability', 'Composite Materials', 'Statistical Analysis', 'Electrowinning', 'Electricity', 'Casting', 'Data Presentation', 'Grinding', 'Metallurgy', 'Random Variables', 'Calculations', 'Fluid', 'Control Systems', 'Optics', 'Metallurgical Engineering', 'Underground Mining', 'Science', 'Jurisprudence', 'Powder Metallurgy', 'Alternating Current', 'Microscopy', 'Application', 'Roasting', 'Thermodynamics', 'Environmental Regulations', 'Chemistry', 'Physical Chemistry', 'Heat Transfer', 'Sampling', 'Environment', 'Advanced Mathematics', 'Experimental Design', 'Waves', 'Crystallography', 'Investment Decisions', 'Failure Analysis', 'Statistical Software', 'Kinematics', 'Deformation', 'Refining', 'CAD', 'Accounting', 'Fluid Statics', 'Engineering', 'Rigid Bodies'}",4.248495242049359
39,Mining Engineering,"['Fluid', 'Median', 'Scale', 'Surveying Instruments', 'Working Drawings', 'Rehabilitation', 'Advanced Mathematics', 'Equations', 'Application', 'Economics', 'Assembly', 'Engineering', 'Energy', 'Mining Engineering', 'Accounting', 'Surveying', 'Dimensioning', 'CAD', 'Grinding', 'Sampling', 'Descriptive Geometry', 'Technical Writing', 'Compressed Air', 'Environment', 'Regression Analysis', 'Fluid Statics', 'Cartography', 'Differential Equations', 'Slope Stability', 'Cost Estimation', 'Production', 'Kinematics', 'Training', 'Calorimetry', 'Mechanical Ventilation', 'Material', 'Mineral Processing', 'Chemistry', 'Ventilation', 'Exploitation', 'Heat Transfer', 'Geology', 'Feasibility Studies', 'Rigid Bodies', 'Probability', 'Gas', 'Industrial Relations', 'Marketing', 'Statistical Analysis', 'Service', 'Surface Mining', 'Waves', 'Hydrometallurgy', 'Airflow', 'Research Design', 'Coal Mining', 'Time Value Of Money', 'Geometry', 'Engineering Practices', 'Dewatering', 'PIT', 'Crystallography', 'Statistics', 'Environmental Laws', 'Hoisting', 'Optics', 'Calculations', 'Mechanics', 'Operations Research', 'Metallurgy', 'Electricity', 'Underground Mining', 'Haulage', 'Deformation', 'Investment Decisions']",75,"['Median', 'Rehabilitation', 'Equations', 'Accounting', 'Dimensioning', 'Grinding', 'Kinematics', 'Calorimetry', 'Chemistry', 'Ventilation', 'Exploitation', 'Geology', 'Probability', 'Marketing', 'Airflow', 'Geometry', 'Dewatering', 'Crystallography', 'Statistics', 'Hoisting', 'Optics', 'Calculations', 'Mechanics', 'Metallurgy', 'Electricity', 'Haulage', 'Deformation']",45,60.0,"{'Material', 'Exploitation', 'Hoisting', 'Production', 'Cost Estimation', 'Rehabilitation', 'Differential Equations', 'Regression Analysis', 'Hydrometallurgy', 'Energy', 'Dewatering', 'Scale', 'Compressed Air', 'Assembly', 'Median', 'Training', 'Calorimetry', 'Mechanics', 'Industrial Relations', 'Service', 'Statistics', 'Haulage', 'Environmental Laws', 'Research Design', 'Geology', 'Equations', 'Probability', 'Statistical Analysis', 'PIT', 'Operations Research', 'Electricity', 'Geometry', 'Economics', 'Coal Mining', 'Grinding', 'Ventilation', 'Metallurgy', 'Slope Stability', 'Calculations', 'Fluid', 'Cartography', 'Descriptive Geometry', 'Mineral Processing', 'Optics', 'Mechanical Ventilation', 'Underground Mining', 'Feasibility Studies', 'Technical Writing', 'Surveying Instruments', 'Application', 'Time Value Of Money', 'Chemistry', 'Marketing', 'Airflow', 'Heat Transfer', 'Sampling', 'Environment', 'Mining Engineering', 'Advanced Mathematics', 'Waves', 'Working Drawings', 'Crystallography', 'Investment Decisions', 'Dimensioning', 'Engineering Practices', 'Surface Mining', 'Kinematics', 'Deformation', 'Gas', 'Surveying', 'CAD', 'Accounting', 'Fluid Statics', 'Engineering', 'Rigid Bodies'}",4.31748811353631
40,Nursing,"['Application', 'Nursing']",2,['Nursing'],1,50.0,"{'Nursing', 'Application'}",0.6931471805599453
41,Nutrition and Dietetics,"['Menu Planning', 'Cancer', 'Pathophysiology', 'Scale', 'Education', 'Quantification', 'Safety Standards', 'Nutrition Education', 'Communicable Diseases', 'Nutrition Counseling', 'Recipes', 'Cost Control', 'Patient Care', 'Cooking', 'Training', 'Production', 'Facilities Planning', 'Food Processing', 'Purchasing', 'Dietetics', 'Medical', 'Entrepreneurship', 'Economy', 'Public Health', 'Nervous Systems', 'Food', 'Skin Disorders', 'Medical Nutrition Therapy', 'Merchandising', 'Ecology', 'Nutrition', 'Catering Management', 'Practicum', 'Service', 'Procurement', 'Laboratory Experience', 'Git', 'Metabolic Disorders', 'Food Safety And Sanitation', 'Community Nutrition', 'Science', 'Application', 'Dissemination', 'Nutritional Assessment']",44,"['Cancer', 'Pathophysiology', 'Quantification', 'Recipes', 'Cooking', 'Purchasing', 'Dietetics', 'Entrepreneurship', 'Economy', 'Merchandising', 'Ecology', 'Practicum', 'Procurement', 'Git', 'Dissemination']",25,56.81818181818182,"{'Production', 'Menu Planning', 'Scale', 'Training', 'Medical', 'Public Health', 'Service', 'Community Nutrition', 'Nutrition', 'Food', 'Purchasing', 'Dissemination', 'Entrepreneurship', 'Laboratory Experience', 'Patient Care', 'Skin Disorders', 'Ecology', 'Safety Standards', 'Metabolic Disorders', 'Science', 'Procurement', 'Quantification', 'Merchandising', 'Medical Nutrition Therapy', 'Git', 'Cost Control', 'Application', 'Food Processing', 'Pathophysiology', 'Nutritional Assessment', 'Recipes', 'Facilities Planning', 'Economy', 'Catering Management', 'Nutrition Counseling', 'Food Safety And Sanitation', 'Practicum', 'Cooking', 'Dietetics', 'Nutrition Education', 'Communicable Diseases', 'Education', 'Cancer', 'Nervous Systems'}",3.784189633918261
42,Occupational Therapy,"['Education', 'Occupational Therapy', 'Science']",3,[],1,33.33333333333333,"{'Education', 'Occupational Therapy', 'Science'}",1.0986122886681098
43,Optometry,"['Optics', 'Education', 'Biology', 'Medical', 'Science', 'Optometry']",6,"['Optics', 'Biology', 'Optometry']",3,50.0,"{'Optometry', 'Science', 'Medical', 'Education', 'Biology', 'Optics'}",1.791759469228055
44,Pharmacy,"['Infectious Diseases', 'Microbiology', 'Pharmaceutical', 'Pharmacy', 'Morphology']",5,"['Pharmacy', 'Morphology']",3,60.0,"{'Infectious Diseases', 'Pharmaceutical', 'Pharmacy', 'Microbiology', 'Morphology'}",1.6094379124341005
45,Physical Therapy,"['Training', 'Education', 'Rehabilitation', 'Geriatrics', 'Anatomy', 'Science', 'Physical Therapy']",7,"['Rehabilitation', 'Anatomy']",3,42.85714285714285,"{'Anatomy', 'Science', 'Rehabilitation', 'Physical Therapy', 'Training', 'Geriatrics', 'Education'}",1.9459101490553128
46,Physics,"['Secondary Education', 'Dielectrics', 'On-The-Job Training', 'Education', 'Linear Algebra', 'Digital Electronics', 'Laboratory Techniques', 'Equations', 'Polarization', 'Calculus', 'Photoelectric Effect', 'Quantum Mechanics', 'Energy', 'Spectroscopy', 'Intellectual Property', 'Differential Equations', 'Computer Programming', 'Thermodynamic Systems', 'Training', 'Geometrical Optics', 'Property Rights', 'Modern Physics', 'Thermodynamics', 'Health Physics', 'Classical Physics', 'Entrepreneurship', 'Mathematical Physics', 'Electromagnetic Waves', 'Transport Phenomena', 'Astrophysics', 'Relativistic Mechanics', 'Electronic Systems', 'Self', 'Refractive Index', 'Laboratory Equipment', 'Optical Waveguides', 'Laser', 'Rigid Bodies', 'Probability', 'Quantization', 'Gas', 'Atomic Physics', 'Conservation', 'Instrumentation', 'Numerical Analysis', 'Marketing', 'ASA', 'Waves', 'Differential Geometry', 'Vibrations', 'Statistical Methods', 'Geometry', 'Physical Optics', 'Data Processing', 'Statistics', 'Molecular Physics', 'Algebra', 'Acoustics', 'Optics', 'Wave Mechanics', 'Semiconductor Lasers', 'Mechanics', 'Physics', 'Electronics', 'Electricity', 'Continuum Mechanics', 'Computational Physics', 'Electromagnetism', 'Laser Applications', 'Application', 'Holography', 'Digital']",72,"['Equations', 'Calculus', 'Spectroscopy', 'Thermodynamics', 'Entrepreneurship', 'Laser', 'Probability', 'Quantization', 'Conservation', 'Instrumentation', 'Marketing', 'Geometry', 'Statistics', 'Algebra', 'Acoustics', 'Optics', 'Mechanics', 'Physics', 'Electronics', 'Electricity', 'Electromagnetism']",35,48.61111111111111,"{'Laboratory Techniques', 'Intellectual Property', 'Differential Equations', 'Mathematical Physics', 'Physical Optics', 'Energy', 'Vibrations', 'Computational Physics', 'Training', 'Health Physics', 'Mechanics', 'Digital', 'Statistics', 'Acoustics', 'Laboratory Equipment', 'Physics', 'Dielectrics', 'Electronic Systems', 'Equations', 'Probability', 'Transport Phenomena', 'Electricity', 'Thermodynamic Systems', 'Entrepreneurship', 'Geometry', 'Quantum Mechanics', 'Self', 'Computer Programming', 'Refractive Index', 'Laser Applications', 'Holography', 'Photoelectric Effect', 'Calculus', 'Numerical Analysis', 'Electromagnetic Waves', 'Differential Geometry', 'Statistical Methods', 'Optics', 'Geometrical Optics', 'Atomic Physics', 'Electromagnetism', 'ASA', 'Semiconductor Lasers', 'Laser', 'On-The-Job Training', 'Electronics', 'Classical Physics', 'Relativistic Mechanics', 'Thermodynamics', 'Spectroscopy', 'Astrophysics', 'Marketing', 'Application', 'Digital Electronics', 'Linear Algebra', 'Secondary Education', 'Optical Waveguides', 'Data Processing', 'Wave Mechanics', 'Waves', 'Continuum Mechanics', 'Molecular Physics', 'Polarization', 'Conservation', 'Algebra', 'Quantization', 'Modern Physics', 'Gas', 'Education', 'Property Rights', 'Instrumentation', 'Rigid Bodies'}",4.276666119016055
47,Psychology,"['Experimentation', 'Psychological Intervention', 'Profiling', 'Education', 'ACT', 'Surveying', 'Mental Health', 'Social Psychology', 'Educational Psychology', 'Psychological Testing', 'Training', 'Human Resource Management', 'Organizational Change', 'Clinical Psychology', 'Focus Group', 'Empirical Research', 'Research Reports', 'Disabilities', 'Abnormal Psychology', 'Conceptual Framework', 'Self', 'Disaster Preparedness', 'Practicum', 'Construction', 'Psychology', 'Conflict Resolution', 'ImPACT', 'Statistics', 'Group Dynamics', 'Resource Management', 'Neuroscience', 'Science', 'Application', 'Human Development', 'Framework']",35,"['Experimentation', 'Disabilities', 'Practicum', 'Construction', 'Psychology', 'Statistics']",22,62.85714285714285,"{'Training', 'ImPACT', 'Framework', 'Statistics', 'Psychological Testing', 'Conceptual Framework', 'Group Dynamics', 'Neuroscience', 'Disaster Preparedness', 'Education', 'Self', 'Educational Psychology', 'Clinical Psychology', 'ACT', 'Research Reports', 'Conflict Resolution', 'Human Development', 'Experimentation', 'Disabilities', 'Science', 'Abnormal Psychology', 'Human Resource Management', 'Organizational Change', 'Psychological Intervention', 'Psychology', 'Application', 'Profiling', 'Empirical Research', 'Social Psychology', 'Practicum', 'Mental Health', 'Focus Group', 'Resource Management', 'Construction', 'Surveying'}",3.555348061489413
48,Radiologic Technology,"['Education', 'Application', 'Image Quality', 'Communicating With Patients', 'Technology Education', 'Radiography', 'Breast Imaging', 'Infection Control', 'Mammography', 'Digital Imaging', 'Patient Care', 'Media', 'Production', 'Angiography', 'Certain', 'Radiation Protection', 'Jurisprudence', 'Contrast Media Administration', 'Nuclear Medicine', 'Medical', 'Entrepreneurship', 'Informatics', 'Preventive Maintenance', 'Medical Jurisprudence', 'Ionizing Radiation', 'Medicine', 'Medical Diagnosis', 'Radiology', 'Instrumentation', 'Service', 'Pharmacology', 'Infection', 'Patient Education', 'Knowledge Base', 'ImPACT', 'Therapeutic Modalities', 'Contrast Medium', 'Archives', 'Regulatory Requirements', 'Anatomy', 'Medical Imaging', 'Electromagnetism', 'Electricity', 'Patient Preparation', 'Imaging', 'Oncology', 'X-Rays', 'Transformers', 'Digital']",49,"['Radiography', 'Mammography', 'Certain', 'Jurisprudence', 'Entrepreneurship', 'Informatics', 'Radiology', 'Instrumentation', 'Pharmacology', 'Infection', 'Archives', 'Anatomy', 'Electromagnetism', 'Electricity', 'Imaging', 'Oncology', 'X-Rays']",31,63.26530612244898,"{'Infection', 'Production', 'Regulatory Requirements', 'Therapeutic Modalities', 'ImPACT', 'Radiography', 'Medical', 'Medical Jurisprudence', 'Service', 'Medical Diagnosis', 'Digital', 'Patient Education', 'Digital Imaging', 'Electricity', 'Image Quality', 'Entrepreneurship', 'Radiology', 'Transformers', 'Medicine', 'Patient Care', 'Medical Imaging', 'Communicating With Patients', 'Archives', 'Preventive Maintenance', 'Electromagnetism', 'Breast Imaging', 'Jurisprudence', 'Pharmacology', 'Media', 'Application', 'Certain', 'Radiation Protection', 'Contrast Media Administration', 'X-Rays', 'Knowledge Base', 'Contrast Medium', 'Ionizing Radiation', 'Technology Education', 'Infection Control', 'Nuclear Medicine', 'Angiography', 'Mammography', 'Informatics', 'Anatomy', 'Imaging', 'Oncology', 'Education', 'Instrumentation', 'Patient Preparation'}",3.8918202981106265
51,Speech Language Pathology,"['Clinical Reasoning', 'Cancer', 'Hygiene', 'Audiometry', 'Rehabilitation', 'Education', 'Qualitative Research', 'Speech Disorders', 'Articulation', 'Physiology', 'Language Disorders', 'Cleft Lip And Palate', 'Social Support', 'Communication Strategies', 'Training', 'Production', 'Language Acquisition', 'Transcription', 'SKILL', 'Deductive Reasoning', 'Speech-Language Pathology', 'Language Assessment', 'Self', 'Swallowing Disorders', 'Statistical Analysis', 'Instrumentation', 'Etiology', 'Phonology', 'Pathology', 'Differential Diagnosis', 'ImPACT', 'Scientific Writing', 'Stage', 'Anatomy', 'Fluency Disorders', 'Application', 'Communication Disorders', 'Human Development']",38,"['Cancer', 'Hygiene', 'Audiometry', 'Rehabilitation', 'Articulation', 'Physiology', 'Instrumentation', 'Pathology', 'Stage', 'Anatomy']",20,52.63157894736842,"{'Language Assessment', 'Articulation', 'Production', 'Rehabilitation', 'Speech-Language Pathology', 'Swallowing Disorders', 'Qualitative Research', 'Training', 'ImPACT', 'Transcription', 'Audiometry', 'Physiology', 'Language Disorders', 'Self', 'Hygiene', 'Communication Strategies', 'Phonology', 'Human Development', 'Deductive Reasoning', 'Communication Disorders', 'Social Support', 'SKILL', 'Pathology', 'Cleft Lip And Palate', 'Language Acquisition', 'Application', 'Anatomy', 'Etiology', 'Fluency Disorders', 'Clinical Reasoning', 'Stage', 'Scientific Writing', 'Cancer', 'Education', 'Differential Diagnosis', 'Instrumentation', 'Statistical Analysis', 'Speech Disorders'}",3.6375861597263857
